"","coordenadas","RECENCIA","FRECUENCIA","MAGNITUD","Segmento"
"48582","40,-37",0,0,0,8
"48583","40,-38",0,0,0,8
"48584","40,-39",0,0,0,8
"48585","40,-40",0,0,0,8
"48586","40,-41",0,0,0,8
"48587","40,-42",0,0,0,8
"48588","40,-43",0,0,0,8
"48589","40,-44",0,0,0,8
"48590","40,-45",0,0,0,8
"48591","40,-46",0,0,0,8
"48592","40,-47",0,0,0,8
"48593","40,-48",0,0,0,8
"48594","40,-49",0,0,0,8
"48595","40,-50",0,0,0,8
"48596","40,-51",0,0,0,8
"48597","40,-52",0,0,0,8
"48598","40,-53",0,0,0,8
"48599","40,-54",0,0,0,8
"48600","40,-55",0,0,0,8
"48601","40,-56",0,0,0,8
"48602","40,-57",0,0,0,8
"48603","40,-58",0,0,0,8
"48604","40,-59",0,0,0,8
"48605","40,-60",0,0,0,8
"48606","40,-61",0,0,0,8
"48607","40,-62",0,0,0,8
"48608","40,-63",0,0,0,8
"48609","40,-64",0,0,0,8
"48610","40,-65",0,0,0,8
"48611","40,-66",0,0,0,8
"48612","40,-67",0,0,0,8
"48613","40,-68",0,0,0,8
"48614","40,-69",0,0,0,8
"48615","40,-70",0,0,0,8
"48616","40,-71",0,0,0,8
"48617","40,-72",0,0,0,8
"48618","40,-76",0,0,0,8
"48619","40,-77",0,0,0,8
"48620","40,-78",0,0,0,8
"48621","40,-79",0,0,0,8
"48622","40,-80",0,0,0,8
"48623","40,-81",0,0,0,8
"48624","40,-82",0,0,0,8
"48625","40,-83",0,0,0,8
"48626","40,-85",0,0,0,8
"48627","40,-86",0,0,0,8
"48628","40,-87",0,0,0,8
"48629","40,-88",0,0,0,8
"48630","40,-89",0,0,0,8
"48631","40,-90",0,0,0,8
"48632","40,-91",0,0,0,8
"48633","40,-92",0,0,0,8
"48634","40,-93",0,0,0,8
"48635","40,-94",0,0,0,8
"48636","40,-95",0,0,0,8
"48637","40,-96",0,0,0,8
"48638","40,-97",0,0,0,8
"48639","40,-98",0,0,0,8
"48640","40,-99",0,0,0,8
"48641","40,100",0,0,0,8
"48642","40,101",0,0,0,8
"48643","40,102",0,0,0,8
"48644","40,103",0,0,0,8
"48645","40,104",0,0,0,8
"48646","40,105",0,0,0,8
"48647","40,107",0,0,0,8
"48648","40,108",0,0,0,8
"48649","40,109",0,0,0,8
"48650","40,110",0,0,0,8
"48651","40,111",0,0,0,8
"48652","40,112",0,0,0,8
"48653","40,114",0,0,0,8
"48654","40,116",0,0,0,8
"48655","40,117",0,0,0,8
"48656","40,118",0,0,0,8
"48657","40,120",0,0,0,8
"48658","40,121",0,0,0,8
"48659","40,123",0,0,0,8
"48660","40,124",0,0,0,8
"48661","40,125",0,0,0,8
"48662","40,126",0,0,0,8
"48663","40,127",0,0,0,8
"48664","40,128",0,0,0,8
"48665","40,129",0,0,0,8
"48666","40,130",0,0,0,8
"48667","40,131",0,0,0,8
"48668","40,132",0,0,0,8
"48669","40,133",0,0,0,8
"48670","40,134",0,0,0,8
"48671","40,136",0,0,0,8
"48672","40,137",0,0,0,8
"48673","40,138",0,0,0,8
"48674","40,146",0,0,0,8
"48675","40,147",0,0,0,8
"48676","40,148",0,0,0,8
"48677","40,149",0,0,0,8
"48678","40,150",0,0,0,8
"48679","40,151",0,0,0,8
"48680","40,152",0,0,0,8
"48681","40,153",0,0,0,8
"48682","40,154",0,0,0,8
"48683","40,155",0,0,0,8
"48684","40,156",0,0,0,8
"48685","40,157",0,0,0,8
"48686","40,158",0,0,0,8
"48687","40,159",0,0,0,8
"48688","40,160",0,0,0,8
"48689","40,161",0,0,0,8
"48690","40,162",0,0,0,8
"48691","40,163",0,0,0,8
"48692","40,164",0,0,0,8
"48693","40,165",0,0,0,8
"48694","40,166",0,0,0,8
"48695","40,168",0,0,0,8
"48696","40,169",0,0,0,8
"48697","40,170",0,0,0,8
"48698","40,171",0,0,0,8
"48699","40,172",0,0,0,8
"48700","40,173",0,0,0,8
"48701","40,174",0,0,0,8
"48702","40,175",0,0,0,8
"48703","40,176",0,0,0,8
"48704","40,177",0,0,0,8
"48705","40,178",0,0,0,8
"48706","40,179",0,0,0,8
"48707","40,59",0,0,0,8
"48708","40,8",0,0,0,8
"48709","40,88",0,0,0,8
"48710","40,91",0,0,0,8
"48711","40,92",0,0,0,8
"48712","40,93",0,0,0,8
"48713","40,94",0,0,0,8
"48714","40,95",0,0,0,8
"48715","40,96",0,0,0,8
"48716","40,97",0,0,0,8
"48717","40,99",0,0,0,8
"48718","41,-10",0,0,0,8
"48719","41,-101",0,0,0,8
"48720","41,-102",0,0,0,8
"48721","41,-103",0,0,0,8
"48722","41,-104",0,0,0,8
"48723","41,-105",0,0,0,8
"48724","41,-107",0,0,0,8
"48725","41,-108",0,0,0,8
"48726","41,-11",0,0,0,8
"48727","41,-115",0,0,0,8
"48728","41,-12",0,0,0,8
"48729","41,-128",0,0,0,8
"48730","41,-129",0,0,0,8
"48731","41,-130",0,0,0,8
"48732","41,-131",0,0,0,8
"48733","41,-132",0,0,0,8
"48734","41,-133",0,0,0,8
"48735","41,-134",0,0,0,8
"48736","41,-135",0,0,0,8
"48737","41,-136",0,0,0,8
"48738","41,-137",0,0,0,8
"48739","41,-138",0,0,0,8
"48740","41,-139",0,0,0,8
"48741","41,-14",0,0,0,8
"48742","41,-140",0,0,0,8
"48743","41,-141",0,0,0,8
"48744","41,-142",0,0,0,8
"48745","41,-143",0,0,0,8
"48746","41,-144",0,0,0,8
"48747","41,-145",0,0,0,8
"48748","41,-146",0,0,0,8
"48749","41,-147",0,0,0,8
"48750","41,-148",0,0,0,8
"48751","41,-149",0,0,0,8
"48752","41,-150",0,0,0,8
"48753","41,-151",0,0,0,8
"48754","41,-152",0,0,0,8
"48755","41,-153",0,0,0,8
"48756","41,-154",0,0,0,8
"48757","41,-155",0,0,0,8
"48758","41,-156",0,0,0,8
"48759","41,-157",0,0,0,8
"48760","41,-158",0,0,0,8
"48761","41,-159",0,0,0,8
"48762","41,-160",0,0,0,8
"48763","41,-161",0,0,0,8
"48764","41,-162",0,0,0,8
"48765","41,-163",0,0,0,8
"48766","41,-164",0,0,0,8
"48767","41,-165",0,0,0,8
"48768","41,-166",0,0,0,8
"48769","41,-167",0,0,0,8
"48770","41,-168",0,0,0,8
"48771","41,-169",0,0,0,8
"48772","41,-17",0,0,0,8
"48773","41,-170",0,0,0,8
"48774","41,-171",0,0,0,8
"48775","41,-172",0,0,0,8
"48776","41,-173",0,0,0,8
"48777","41,-174",0,0,0,8
"48778","41,-175",0,0,0,8
"48779","41,-176",0,0,0,8
"48780","41,-177",0,0,0,8
"48781","41,-178",0,0,0,8
"48782","41,-179",0,0,0,8
"48783","41,-18",0,0,0,8
"48784","41,-19",0,0,0,8
"48785","41,-20",0,0,0,8
"48786","41,-21",0,0,0,8
"48787","41,-22",0,0,0,8
"48788","41,-23",0,0,0,8
"48789","41,-24",0,0,0,8
"48790","41,-25",0,0,0,8
"48791","41,-26",0,0,0,8
"48792","41,-31",0,0,0,8
"48793","41,-32",0,0,0,8
"48794","41,-33",0,0,0,8
"48795","41,-34",0,0,0,8
"48796","41,-35",0,0,0,8
"48797","41,-36",0,0,0,8
"48798","41,-37",0,0,0,8
"48799","41,-38",0,0,0,8
"48800","41,-39",0,0,0,8
"48801","41,-40",0,0,0,8
"48802","41,-41",0,0,0,8
"48803","41,-42",0,0,0,8
"48804","41,-43",0,0,0,8
"48805","41,-44",0,0,0,8
"48806","41,-45",0,0,0,8
"48807","41,-46",0,0,0,8
"48808","41,-47",0,0,0,8
"48809","41,-48",0,0,0,8
"48810","41,-49",0,0,0,8
"48811","41,-50",0,0,0,8
"48812","41,-51",0,0,0,8
"48813","41,-52",0,0,0,8
"48814","41,-53",0,0,0,8
"48815","41,-54",0,0,0,8
"48816","41,-55",0,0,0,8
"48817","41,-56",0,0,0,8
"48818","41,-57",0,0,0,8
"48819","41,-58",0,0,0,8
"48820","41,-59",0,0,0,8
"48821","41,-60",0,0,0,8
"48822","41,-61",0,0,0,8
"48823","41,-62",0,0,0,8
"48824","41,-63",0,0,0,8
"48825","41,-64",0,0,0,8
"48826","41,-65",0,0,0,8
"48827","41,-67",0,0,0,8
"48828","41,-68",0,0,0,8
"48829","41,-69",0,0,0,8
"48830","41,-74",0,0,0,8
"48831","41,-75",0,0,0,8
"48832","41,-76",0,0,0,8
"48833","41,-77",0,0,0,8
"48834","41,-78",0,0,0,8
"48835","41,-81",0,0,0,8
"48836","41,-82",0,0,0,8
"48837","41,-83",0,0,0,8
"48838","41,-84",0,0,0,8
"48839","41,-85",0,0,0,8
"48840","41,-86",0,0,0,8
"48841","41,-89",0,0,0,8
"48842","41,-90",0,0,0,8
"48843","41,-91",0,0,0,8
"48844","41,-92",0,0,0,8
"48845","41,-93",0,0,0,8
"48846","41,-94",0,0,0,8
"48847","41,-95",0,0,0,8
"48848","41,-96",0,0,0,8
"48849","41,-97",0,0,0,8
"48850","41,-98",0,0,0,8
"48851","41,101",0,0,0,8
"48852","41,102",0,0,0,8
"48853","41,103",0,0,0,8
"48854","41,104",0,0,0,8
"48855","41,105",0,0,0,8
"48856","41,106",0,0,0,8
"48857","41,107",0,0,0,8
"48858","41,108",0,0,0,8
"48859","41,109",0,0,0,8
"48860","41,110",0,0,0,8
"48861","41,111",0,0,0,8
"48862","41,112",0,0,0,8
"48863","41,113",0,0,0,8
"48864","41,114",0,0,0,8
"48865","41,115",0,0,0,8
"48866","41,116",0,0,0,8
"48867","41,117",0,0,0,8
"48868","41,118",0,0,0,8
"48869","41,119",0,0,0,8
"48870","41,121",0,0,0,8
"48871","41,123",0,0,0,8
"48872","41,124",0,0,0,8
"48873","41,125",0,0,0,8
"48874","41,126",0,0,0,8
"48875","41,127",0,0,0,8
"48876","41,130",0,0,0,8
"48877","41,132",0,0,0,8
"48878","41,136",0,0,0,8
"48879","41,146",0,0,0,8
"48880","41,147",0,0,0,8
"48881","41,148",0,0,0,8
"48882","41,149",0,0,0,8
"48883","41,150",0,0,0,8
"48884","41,151",0,0,0,8
"48885","41,152",0,0,0,8
"48886","41,153",0,0,0,8
"48887","41,154",0,0,0,8
"48888","41,155",0,0,0,8
"48889","41,156",0,0,0,8
"48890","41,157",0,0,0,8
"48891","41,158",0,0,0,8
"48892","41,159",0,0,0,8
"48893","41,160",0,0,0,8
"48894","41,161",0,0,0,8
"48895","41,162",0,0,0,8
"48896","41,163",0,0,0,8
"48897","41,164",0,0,0,8
"48898","41,165",0,0,0,8
"48899","41,166",0,0,0,8
"48900","41,167",0,0,0,8
"48901","41,168",0,0,0,8
"48902","41,169",0,0,0,8
"48903","41,170",0,0,0,8
"48904","41,171",0,0,0,8
"48905","41,172",0,0,0,8
"48906","41,173",0,0,0,8
"48907","41,174",0,0,0,8
"48908","41,175",0,0,0,8
"48909","41,176",0,0,0,8
"48910","41,177",0,0,0,8
"48911","41,178",0,0,0,8
"48912","41,179",0,0,0,8
"48913","41,56",0,0,0,8
"48914","41,57",0,0,0,8
"48915","41,59",0,0,0,8
"48916","41,60",0,0,0,8
"48917","41,62",0,0,0,8
"48918","41,90",0,0,0,8
"48919","41,92",0,0,0,8
"48920","41,93",0,0,0,8
"48921","41,95",0,0,0,8
"48922","41,97",0,0,0,8
"48923","41,98",0,0,0,8
"48924","41,99",0,0,0,8
"48925","42,-102",0,0,0,8
"48926","42,-103",0,0,0,8
"48927","42,-104",0,0,0,8
"48928","42,-106",0,0,0,8
"48929","42,-107",0,0,0,8
"48930","42,-109",0,0,0,8
"48931","42,-113",0,0,0,8
"48932","42,-115",0,0,0,8
"48933","42,-116",0,0,0,8
"48934","42,-117",0,0,0,8
"48935","42,-118",0,0,0,8
"48936","42,-125",0,0,0,8
"48937","42,-128",0,0,0,8
"48938","42,-129",0,0,0,8
"48939","42,-130",0,0,0,8
"48940","42,-131",0,0,0,8
"48941","42,-132",0,0,0,8
"48942","42,-133",0,0,0,8
"48943","42,-134",0,0,0,8
"48944","42,-135",0,0,0,8
"48945","42,-136",0,0,0,8
"48946","42,-137",0,0,0,8
"48947","42,-138",0,0,0,8
"48948","42,-139",0,0,0,8
"48949","42,-140",0,0,0,8
"48950","42,-141",0,0,0,8
"48951","42,-142",0,0,0,8
"48952","42,-143",0,0,0,8
"48953","42,-144",0,0,0,8
"48954","42,-145",0,0,0,8
"48955","42,-146",0,0,0,8
"48956","42,-147",0,0,0,8
"48957","42,-148",0,0,0,8
"48958","42,-149",0,0,0,8
"48959","42,-15",0,0,0,8
"48960","42,-150",0,0,0,8
"48961","42,-151",0,0,0,8
"48962","42,-152",0,0,0,8
"48963","42,-153",0,0,0,8
"48964","42,-154",0,0,0,8
"48965","42,-155",0,0,0,8
"48966","42,-156",0,0,0,8
"48967","42,-157",0,0,0,8
"48968","42,-158",0,0,0,8
"48969","42,-159",0,0,0,8
"48970","42,-16",0,0,0,8
"48971","42,-160",0,0,0,8
"48972","42,-161",0,0,0,8
"48973","42,-162",0,0,0,8
"48974","42,-163",0,0,0,8
"48975","42,-164",0,0,0,8
"48976","42,-165",0,0,0,8
"48977","42,-166",0,0,0,8
"48978","42,-167",0,0,0,8
"48979","42,-168",0,0,0,8
"48980","42,-169",0,0,0,8
"48981","42,-17",0,0,0,8
"48982","42,-170",0,0,0,8
"48983","42,-171",0,0,0,8
"48984","42,-172",0,0,0,8
"48985","42,-173",0,0,0,8
"48986","42,-174",0,0,0,8
"48987","42,-175",0,0,0,8
"48988","42,-176",0,0,0,8
"48989","42,-177",0,0,0,8
"48990","42,-178",0,0,0,8
"48991","42,-179",0,0,0,8
"48992","42,-18",0,0,0,8
"48993","42,-19",0,0,0,8
"48994","42,-20",0,0,0,8
"48995","42,-22",0,0,0,8
"48996","42,-23",0,0,0,8
"48997","42,-24",0,0,0,8
"48998","42,-26",0,0,0,8
"48999","42,-32",0,0,0,8
"49000","42,-33",0,0,0,8
"49001","42,-34",0,0,0,8
"49002","42,-35",0,0,0,8
"49003","42,-36",0,0,0,8
"49004","42,-37",0,0,0,8
"49005","42,-38",0,0,0,8
"49006","42,-39",0,0,0,8
"49007","42,-40",0,0,0,8
"49008","42,-41",0,0,0,8
"49009","42,-42",0,0,0,8
"49010","42,-43",0,0,0,8
"49011","42,-44",0,0,0,8
"49012","42,-45",0,0,0,8
"49013","42,-46",0,0,0,8
"49014","42,-47",0,0,0,8
"49015","42,-48",0,0,0,8
"49016","42,-49",0,0,0,8
"49017","42,-50",0,0,0,8
"49018","42,-51",0,0,0,8
"49019","42,-52",0,0,0,8
"49020","42,-53",0,0,0,8
"49021","42,-54",0,0,0,8
"49022","42,-55",0,0,0,8
"49023","42,-56",0,0,0,8
"49024","42,-57",0,0,0,8
"49025","42,-58",0,0,0,8
"49026","42,-59",0,0,0,8
"49027","42,-60",0,0,0,8
"49028","42,-61",0,0,0,8
"49029","42,-62",0,0,0,8
"49030","42,-63",0,0,0,8
"49031","42,-64",0,0,0,8
"49032","42,-65",0,0,0,8
"49033","42,-66",0,0,0,8
"49034","42,-67",0,0,0,8
"49035","42,-68",0,0,0,8
"49036","42,-69",0,0,0,8
"49037","42,-71",0,0,0,8
"49038","42,-72",0,0,0,8
"49039","42,-73",0,0,0,8
"49040","42,-75",0,0,0,8
"49041","42,-76",0,0,0,8
"49042","42,-77",0,0,0,8
"49043","42,-79",0,0,0,8
"49044","42,-80",0,0,0,8
"49045","42,-81",0,0,0,8
"49046","42,-82",0,0,0,8
"49047","42,-83",0,0,0,8
"49048","42,-84",0,0,0,8
"49049","42,-86",0,0,0,8
"49050","42,-87",0,0,0,8
"49051","42,-89",0,0,0,8
"49052","42,-90",0,0,0,8
"49053","42,-91",0,0,0,8
"49054","42,-92",0,0,0,8
"49055","42,-93",0,0,0,8
"49056","42,-94",0,0,0,8
"49057","42,-95",0,0,0,8
"49058","42,-96",0,0,0,8
"49059","42,-97",0,0,0,8
"49060","42,-98",0,0,0,8
"49061","42,-99",0,0,0,8
"49062","42,100",0,0,0,8
"49063","42,101",0,0,0,8
"49064","42,102",0,0,0,8
"49065","42,103",0,0,0,8
"49066","42,106",0,0,0,8
"49067","42,107",0,0,0,8
"49068","42,108",0,0,0,8
"49069","42,109",0,0,0,8
"49070","42,111",0,0,0,8
"49071","42,112",0,0,0,8
"49072","42,113",0,0,0,8
"49073","42,114",0,0,0,8
"49074","42,115",0,0,0,8
"49075","42,116",0,0,0,8
"49076","42,117",0,0,0,8
"49077","42,118",0,0,0,8
"49078","42,119",0,0,0,8
"49079","42,120",0,0,0,8
"49080","42,121",0,0,0,8
"49081","42,123",0,0,0,8
"49082","42,124",0,0,0,8
"49083","42,125",0,0,0,8
"49084","42,126",0,0,0,8
"49085","42,127",0,0,0,8
"49086","42,128",0,0,0,8
"49087","42,129",0,0,0,8
"49088","42,150",0,0,0,8
"49089","42,151",0,0,0,8
"49090","42,153",0,0,0,8
"49091","42,154",0,0,0,8
"49092","42,155",0,0,0,8
"49093","42,156",0,0,0,8
"49094","42,157",0,0,0,8
"49095","42,158",0,0,0,8
"49096","42,159",0,0,0,8
"49097","42,160",0,0,0,8
"49098","42,161",0,0,0,8
"49099","42,162",0,0,0,8
"49100","42,163",0,0,0,8
"49101","42,164",0,0,0,8
"49102","42,165",0,0,0,8
"49103","42,166",0,0,0,8
"49104","42,167",0,0,0,8
"49105","42,168",0,0,0,8
"49106","42,169",0,0,0,8
"49107","42,170",0,0,0,8
"49108","42,171",0,0,0,8
"49109","42,172",0,0,0,8
"49110","42,173",0,0,0,8
"49111","42,174",0,0,0,8
"49112","42,175",0,0,0,8
"49113","42,176",0,0,0,8
"49114","42,177",0,0,0,8
"49115","42,178",0,0,0,8
"49116","42,179",0,0,0,8
"49117","42,37",0,0,0,8
"49118","42,53",0,0,0,8
"49119","42,54",0,0,0,8
"49120","42,55",0,0,0,8
"49121","42,58",0,0,0,8
"49122","42,59",0,0,0,8
"49123","42,60",0,0,0,8
"49124","42,61",0,0,0,8
"49125","42,62",0,0,0,8
"49126","42,89",0,0,0,8
"49127","42,91",0,0,0,8
"49128","42,92",0,0,0,8
"49129","42,93",0,0,0,8
"49130","42,94",0,0,0,8
"49131","42,95",0,0,0,8
"49132","42,97",0,0,0,8
"49133","42,98",0,0,0,8
"49134","42,99",0,0,0,8
"49135","43,-10",0,0,0,8
"49136","43,-100",0,0,0,8
"49137","43,-101",0,0,0,8
"49138","43,-102",0,0,0,8
"49139","43,-104",0,0,0,8
"49140","43,-105",0,0,0,8
"49141","43,-112",0,0,0,8
"49142","43,-115",0,0,0,8
"49143","43,-116",0,0,0,8
"49144","43,-117",0,0,0,8
"49145","43,-118",0,0,0,8
"49146","43,-130",0,0,0,8
"49147","43,-131",0,0,0,8
"49148","43,-132",0,0,0,8
"49149","43,-133",0,0,0,8
"49150","43,-134",0,0,0,8
"49151","43,-135",0,0,0,8
"49152","43,-136",0,0,0,8
"49153","43,-137",0,0,0,8
"49154","43,-138",0,0,0,8
"49155","43,-139",0,0,0,8
"49156","43,-140",0,0,0,8
"49157","43,-141",0,0,0,8
"49158","43,-142",0,0,0,8
"49159","43,-143",0,0,0,8
"49160","43,-144",0,0,0,8
"49161","43,-145",0,0,0,8
"49162","43,-146",0,0,0,8
"49163","43,-147",0,0,0,8
"49164","43,-148",0,0,0,8
"49165","43,-149",0,0,0,8
"49166","43,-150",0,0,0,8
"49167","43,-151",0,0,0,8
"49168","43,-152",0,0,0,8
"49169","43,-153",0,0,0,8
"49170","43,-154",0,0,0,8
"49171","43,-155",0,0,0,8
"49172","43,-156",0,0,0,8
"49173","43,-157",0,0,0,8
"49174","43,-158",0,0,0,8
"49175","43,-159",0,0,0,8
"49176","43,-16",0,0,0,8
"49177","43,-160",0,0,0,8
"49178","43,-161",0,0,0,8
"49179","43,-162",0,0,0,8
"49180","43,-163",0,0,0,8
"49181","43,-164",0,0,0,8
"49182","43,-165",0,0,0,8
"49183","43,-166",0,0,0,8
"49184","43,-167",0,0,0,8
"49185","43,-168",0,0,0,8
"49186","43,-169",0,0,0,8
"49187","43,-17",0,0,0,8
"49188","43,-170",0,0,0,8
"49189","43,-171",0,0,0,8
"49190","43,-172",0,0,0,8
"49191","43,-173",0,0,0,8
"49192","43,-174",0,0,0,8
"49193","43,-175",0,0,0,8
"49194","43,-176",0,0,0,8
"49195","43,-177",0,0,0,8
"49196","43,-178",0,0,0,8
"49197","43,-179",0,0,0,8
"49198","43,-18",0,0,0,8
"49199","43,-19",0,0,0,8
"49200","43,-20",0,0,0,8
"49201","43,-21",0,0,0,8
"49202","43,-22",0,0,0,8
"49203","43,-23",0,0,0,8
"49204","43,-24",0,0,0,8
"49205","43,-25",0,0,0,8
"49206","43,-26",0,0,0,8
"49207","43,-30",0,0,0,8
"49208","43,-31",0,0,0,8
"49209","43,-33",0,0,0,8
"49210","43,-34",0,0,0,8
"49211","43,-35",0,0,0,8
"49212","43,-36",0,0,0,8
"49213","43,-37",0,0,0,8
"49214","43,-38",0,0,0,8
"49215","43,-39",0,0,0,8
"49216","43,-40",0,0,0,8
"49217","43,-41",0,0,0,8
"49218","43,-42",0,0,0,8
"49219","43,-43",0,0,0,8
"49220","43,-44",0,0,0,8
"49221","43,-45",0,0,0,8
"49222","43,-46",0,0,0,8
"49223","43,-47",0,0,0,8
"49224","43,-48",0,0,0,8
"49225","43,-49",0,0,0,8
"49226","43,-50",0,0,0,8
"49227","43,-51",0,0,0,8
"49228","43,-52",0,0,0,8
"49229","43,-53",0,0,0,8
"49230","43,-54",0,0,0,8
"49231","43,-55",0,0,0,8
"49232","43,-56",0,0,0,8
"49233","43,-57",0,0,0,8
"49234","43,-58",0,0,0,8
"49235","43,-59",0,0,0,8
"49236","43,-60",0,0,0,8
"49237","43,-61",0,0,0,8
"49238","43,-62",0,0,0,8
"49239","43,-63",0,0,0,8
"49240","43,-64",0,0,0,8
"49241","43,-65",0,0,0,8
"49242","43,-67",0,0,0,8
"49243","43,-68",0,0,0,8
"49244","43,-69",0,0,0,8
"49245","43,-73",0,0,0,8
"49246","43,-75",0,0,0,8
"49247","43,-76",0,0,0,8
"49248","43,-77",0,0,0,8
"49249","43,-80",0,0,0,8
"49250","43,-81",0,0,0,8
"49251","43,-82",0,0,0,8
"49252","43,-83",0,0,0,8
"49253","43,-84",0,0,0,8
"49254","43,-85",0,0,0,8
"49255","43,-86",0,0,0,8
"49256","43,-87",0,0,0,8
"49257","43,-88",0,0,0,8
"49258","43,-89",0,0,0,8
"49259","43,-90",0,0,0,8
"49260","43,-91",0,0,0,8
"49261","43,-92",0,0,0,8
"49262","43,-93",0,0,0,8
"49263","43,-94",0,0,0,8
"49264","43,-95",0,0,0,8
"49265","43,-96",0,0,0,8
"49266","43,-97",0,0,0,8
"49267","43,-98",0,0,0,8
"49268","43,101",0,0,0,8
"49269","43,102",0,0,0,8
"49270","43,103",0,0,0,8
"49271","43,105",0,0,0,8
"49272","43,107",0,0,0,8
"49273","43,109",0,0,0,8
"49274","43,110",0,0,0,8
"49275","43,111",0,0,0,8
"49276","43,112",0,0,0,8
"49277","43,113",0,0,0,8
"49278","43,114",0,0,0,8
"49279","43,115",0,0,0,8
"49280","43,116",0,0,0,8
"49281","43,117",0,0,0,8
"49282","43,118",0,0,0,8
"49283","43,119",0,0,0,8
"49284","43,120",0,0,0,8
"49285","43,121",0,0,0,8
"49286","43,123",0,0,0,8
"49287","43,124",0,0,0,8
"49288","43,125",0,0,0,8
"49289","43,126",0,0,0,8
"49290","43,127",0,0,0,8
"49291","43,128",0,0,0,8
"49292","43,129",0,0,0,8
"49293","43,132",0,0,0,8
"49294","43,136",0,0,0,8
"49295","43,153",0,0,0,8
"49296","43,154",0,0,0,8
"49297","43,155",0,0,0,8
"49298","43,156",0,0,0,8
"49299","43,157",0,0,0,8
"49300","43,158",0,0,0,8
"49301","43,159",0,0,0,8
"49302","43,160",0,0,0,8
"49303","43,161",0,0,0,8
"49304","43,162",0,0,0,8
"49305","43,163",0,0,0,8
"49306","43,164",0,0,0,8
"49307","43,165",0,0,0,8
"49308","43,166",0,0,0,8
"49309","43,167",0,0,0,8
"49310","43,168",0,0,0,8
"49311","43,169",0,0,0,8
"49312","43,170",0,0,0,8
"49313","43,171",0,0,0,8
"49314","43,172",0,0,0,8
"49315","43,173",0,0,0,8
"49316","43,174",0,0,0,8
"49317","43,175",0,0,0,8
"49318","43,176",0,0,0,8
"49319","43,177",0,0,0,8
"49320","43,178",0,0,0,8
"49321","43,179",0,0,0,8
"49322","43,29",0,0,0,8
"49323","43,32",0,0,0,8
"49324","43,33",0,0,0,8
"49325","43,37",0,0,0,8
"49326","43,49",0,0,0,8
"49327","43,51",0,0,0,8
"49328","43,54",0,0,0,8
"49329","43,57",0,0,0,8
"49330","43,61",0,0,0,8
"49331","43,63",0,0,0,8
"49332","43,67",0,0,0,8
"49333","43,71",0,0,0,8
"49334","43,90",0,0,0,8
"49335","43,91",0,0,0,8
"49336","43,92",0,0,0,8
"49337","43,93",0,0,0,8
"49338","43,95",0,0,0,8
"49339","43,97",0,0,0,8
"49340","43,98",0,0,0,8
"49341","43,99",0,0,0,8
"49342","44,-10",0,0,0,8
"49343","44,-100",0,0,0,8
"49344","44,-101",0,0,0,8
"49345","44,-102",0,0,0,8
"49346","44,-103",0,0,0,8
"49347","44,-104",0,0,0,8
"49348","44,-108",0,0,0,8
"49349","44,-118",0,0,0,8
"49350","44,-126",0,0,0,8
"49351","44,-13",0,0,0,8
"49352","44,-131",0,0,0,8
"49353","44,-132",0,0,0,8
"49354","44,-133",0,0,0,8
"49355","44,-134",0,0,0,8
"49356","44,-135",0,0,0,8
"49357","44,-136",0,0,0,8
"49358","44,-137",0,0,0,8
"49359","44,-138",0,0,0,8
"49360","44,-139",0,0,0,8
"49361","44,-14",0,0,0,8
"49362","44,-140",0,0,0,8
"49363","44,-141",0,0,0,8
"49364","44,-142",0,0,0,8
"49365","44,-143",0,0,0,8
"49366","44,-144",0,0,0,8
"49367","44,-145",0,0,0,8
"49368","44,-146",0,0,0,8
"49369","44,-147",0,0,0,8
"49370","44,-148",0,0,0,8
"49371","44,-149",0,0,0,8
"49372","44,-15",0,0,0,8
"49373","44,-150",0,0,0,8
"49374","44,-151",0,0,0,8
"49375","44,-152",0,0,0,8
"49376","44,-153",0,0,0,8
"49377","44,-154",0,0,0,8
"49378","44,-155",0,0,0,8
"49379","44,-156",0,0,0,8
"49380","44,-157",0,0,0,8
"49381","44,-158",0,0,0,8
"49382","44,-159",0,0,0,8
"49383","44,-16",0,0,0,8
"49384","44,-160",0,0,0,8
"49385","44,-161",0,0,0,8
"49386","44,-162",0,0,0,8
"49387","44,-163",0,0,0,8
"49388","44,-164",0,0,0,8
"49389","44,-165",0,0,0,8
"49390","44,-166",0,0,0,8
"49391","44,-167",0,0,0,8
"49392","44,-168",0,0,0,8
"49393","44,-169",0,0,0,8
"49394","44,-17",0,0,0,8
"49395","44,-170",0,0,0,8
"49396","44,-171",0,0,0,8
"49397","44,-172",0,0,0,8
"49398","44,-173",0,0,0,8
"49399","44,-174",0,0,0,8
"49400","44,-175",0,0,0,8
"49401","44,-176",0,0,0,8
"49402","44,-177",0,0,0,8
"49403","44,-178",0,0,0,8
"49404","44,-179",0,0,0,8
"49405","44,-18",0,0,0,8
"49406","44,-19",0,0,0,8
"49407","44,-20",0,0,0,8
"49408","44,-21",0,0,0,8
"49409","44,-23",0,0,0,8
"49410","44,-30",0,0,0,8
"49411","44,-31",0,0,0,8
"49412","44,-32",0,0,0,8
"49413","44,-33",0,0,0,8
"49414","44,-34",0,0,0,8
"49415","44,-35",0,0,0,8
"49416","44,-36",0,0,0,8
"49417","44,-37",0,0,0,8
"49418","44,-38",0,0,0,8
"49419","44,-39",0,0,0,8
