"","coordenadas","RECENCIA","FRECUENCIA","MAGNITUD","Segmento"
"9872","-11,-161",0,0,0,8
"9873","-11,-162",0,0,0,8
"9874","-11,-163",0,0,0,8
"9875","-11,-164",0,0,0,8
"9876","-11,-165",0,0,0,8
"9877","-11,-166",0,0,0,8
"9878","-11,-167",0,0,0,8
"9879","-11,-168",0,0,0,8
"9880","-11,-169",0,0,0,8
"9881","-11,-17",0,0,0,8
"9882","-11,-170",0,0,0,8
"9883","-11,-171",0,0,0,8
"9884","-11,-172",0,0,0,8
"9885","-11,-173",0,0,0,8
"9886","-11,-174",0,0,0,8
"9887","-11,-175",0,0,0,8
"9888","-11,-176",0,0,0,8
"9889","-11,-177",0,0,0,8
"9890","-11,-178",0,0,0,8
"9891","-11,-179",0,0,0,8
"9892","-11,-18",0,0,0,8
"9893","-11,-19",0,0,0,8
"9894","-11,-2",0,0,0,8
"9895","-11,-20",0,0,0,8
"9896","-11,-21",0,0,0,8
"9897","-11,-22",0,0,0,8
"9898","-11,-23",0,0,0,8
"9899","-11,-24",0,0,0,8
"9900","-11,-25",0,0,0,8
"9901","-11,-26",0,0,0,8
"9902","-11,-27",0,0,0,8
"9903","-11,-28",0,0,0,8
"9904","-11,-29",0,0,0,8
"9905","-11,-3",0,0,0,8
"9906","-11,-30",0,0,0,8
"9907","-11,-31",0,0,0,8
"9908","-11,-32",0,0,0,8
"9909","-11,-33",0,0,0,8
"9910","-11,-34",0,0,0,8
"9911","-11,-35",0,0,0,8
"9912","-11,-36",0,0,0,8
"9913","-11,-37",0,0,0,8
"9914","-11,-38",0,0,0,8
"9915","-11,-39",0,0,0,8
"9916","-11,-4",0,0,0,8
"9917","-11,-40",0,0,0,8
"9918","-11,-41",0,0,0,8
"9919","-11,-42",0,0,0,8
"9920","-11,-43",0,0,0,8
"9921","-11,-44",0,0,0,8
"9922","-11,-45",0,0,0,8
"9923","-11,-46",0,0,0,8
"9924","-11,-47",0,0,0,8
"9925","-11,-48",0,0,0,8
"9926","-11,-49",0,0,0,8
"9927","-11,-5",0,0,0,8
"9928","-11,-50",0,0,0,8
"9929","-11,-51",0,0,0,8
"9930","-11,-52",0,0,0,8
"9931","-11,-53",0,0,0,8
"9932","-11,-54",0,0,0,8
"9933","-11,-55",0,0,0,8
"9934","-11,-56",0,0,0,8
"9935","-11,-57",0,0,0,8
"9936","-11,-58",0,0,0,8
"9937","-11,-59",0,0,0,8
"9938","-11,-6",0,0,0,8
"9939","-11,-60",0,0,0,8
"9940","-11,-61",0,0,0,8
"9941","-11,-62",0,0,0,8
"9942","-11,-63",0,0,0,8
"9943","-11,-64",0,0,0,8
"9944","-11,-65",0,0,0,8
"9945","-11,-66",0,0,0,8
"9946","-11,-67",0,0,0,8
"9947","-11,-68",0,0,0,8
"9948","-11,-69",0,0,0,8
"9949","-11,-7",0,0,0,8
"9950","-11,-8",0,0,0,8
"9951","-11,-80",0,0,0,8
"9952","-11,-81",0,0,0,8
"9953","-11,-82",0,0,0,8
"9954","-11,-83",0,0,0,8
"9955","-11,-84",0,0,0,8
"9956","-11,-85",0,0,0,8
"9957","-11,-86",0,0,0,8
"9958","-11,-87",0,0,0,8
"9959","-11,-88",0,0,0,8
"9960","-11,-89",0,0,0,8
"9961","-11,-9",0,0,0,8
"9962","-11,-90",0,0,0,8
"9963","-11,-91",0,0,0,8
"9964","-11,-92",0,0,0,8
"9965","-11,-93",0,0,0,8
"9966","-11,-94",0,0,0,8
"9967","-11,-95",0,0,0,8
"9968","-11,-96",0,0,0,8
"9969","-11,-97",0,0,0,8
"9970","-11,-98",0,0,0,8
"9971","-11,-99",0,0,0,8
"9972","-11,0",0,0,0,8
"9973","-11,1",0,0,0,8
"9974","-11,10",0,0,0,8
"9975","-11,100",0,0,0,8
"9976","-11,101",0,0,0,8
"9977","-11,102",0,0,0,8
"9978","-11,103",0,0,0,8
"9979","-11,104",0,0,0,8
"9980","-11,105",0,0,0,8
"9981","-11,106",0,0,0,8
"9982","-11,107",0,0,0,8
"9983","-11,108",0,0,0,8
"9984","-11,109",0,0,0,8
"9985","-11,11",0,0,0,8
"9986","-11,114",0,0,0,8
"9987","-11,12",0,0,0,8
"9988","-11,120",0,0,0,8
"9989","-11,123",0,0,0,8
"9990","-11,126",0,0,0,8
"9991","-11,127",0,0,0,8
"9992","-11,128",0,0,0,8
"9993","-11,13",0,0,0,8
"9994","-11,130",0,0,0,8
"9995","-11,131",0,0,0,8
"9996","-11,132",0,0,0,8
"9997","-11,133",0,0,0,8
"9998","-11,134",0,0,0,8
"9999","-11,135",0,0,0,8
"10000","-11,136",0,0,0,8
"10001","-11,137",0,0,0,8
"10002","-11,138",0,0,0,8
"10003","-11,139",0,0,0,8
"10004","-11,14",0,0,0,8
"10005","-11,140",0,0,0,8
"10006","-11,141",0,0,0,8
"10007","-11,142",0,0,0,8
"10008","-11,143",0,0,0,8
"10009","-11,144",0,0,0,8
"10010","-11,145",0,0,0,8
"10011","-11,146",0,0,0,8
"10012","-11,147",0,0,0,8
"10013","-11,148",0,0,0,8
"10014","-11,149",0,0,0,8
"10015","-11,15",0,0,0,8
"10016","-11,150",0,0,0,8
"10017","-11,151",0,0,0,8
"10018","-11,152",0,0,0,8
"10019","-11,153",0,0,0,8
"10020","-11,154",0,0,0,8
"10021","-11,155",0,0,0,8
"10022","-11,156",0,0,0,8
"10023","-11,157",0,0,0,8
"10024","-11,158",0,0,0,8
"10025","-11,159",0,0,0,8
"10026","-11,16",0,0,0,8
"10027","-11,169",0,0,0,8
"10028","-11,17",0,0,0,8
"10029","-11,170",0,0,0,8
"10030","-11,171",0,0,0,8
"10031","-11,172",0,0,0,8
"10032","-11,173",0,0,0,8
"10033","-11,174",0,0,0,8
"10034","-11,175",0,0,0,8
"10035","-11,176",0,0,0,8
"10036","-11,177",0,0,0,8
"10037","-11,178",0,0,0,8
"10038","-11,179",0,0,0,8
"10039","-11,18",0,0,0,8
"10040","-11,19",0,0,0,8
"10041","-11,2",0,0,0,8
"10042","-11,20",0,0,0,8
"10043","-11,21",0,0,0,8
"10044","-11,22",0,0,0,8
"10045","-11,23",0,0,0,8
"10046","-11,24",0,0,0,8
"10047","-11,25",0,0,0,8
"10048","-11,26",0,0,0,8
"10049","-11,27",0,0,0,8
"10050","-11,28",0,0,0,8
"10051","-11,29",0,0,0,8
"10052","-11,3",0,0,0,8
"10053","-11,30",0,0,0,8
"10054","-11,31",0,0,0,8
"10055","-11,32",0,0,0,8
"10056","-11,33",0,0,0,8
"10057","-11,35",0,0,0,8
"10058","-11,36",0,0,0,8
"10059","-11,37",0,0,0,8
"10060","-11,38",0,0,0,8
"10061","-11,39",0,0,0,8
"10062","-11,4",0,0,0,8
"10063","-11,40",0,0,0,8
"10064","-11,41",0,0,0,8
"10065","-11,43",0,0,0,8
"10066","-11,44",0,0,0,8
"10067","-11,45",0,0,0,8
"10068","-11,46",0,0,0,8
"10069","-11,47",0,0,0,8
"10070","-11,48",0,0,0,8
"10071","-11,49",0,0,0,8
"10072","-11,5",0,0,0,8
"10073","-11,50",0,0,0,8
"10074","-11,51",0,0,0,8
"10075","-11,52",0,0,0,8
"10076","-11,53",0,0,0,8
"10077","-11,54",0,0,0,8
"10078","-11,55",0,0,0,8
"10079","-11,56",0,0,0,8
"10080","-11,57",0,0,0,8
"10081","-11,58",0,0,0,8
"10082","-11,59",0,0,0,8
"10083","-11,6",0,0,0,8
"10084","-11,60",0,0,0,8
"10085","-11,61",0,0,0,8
"10086","-11,62",0,0,0,8
"10087","-11,63",0,0,0,8
"10088","-11,64",0,0,0,8
"10089","-11,65",0,0,0,8
"10090","-11,67",0,0,0,8
"10091","-11,68",0,0,0,8
"10092","-11,69",0,0,0,8
"10093","-11,7",0,0,0,8
"10094","-11,70",0,0,0,8
"10095","-11,71",0,0,0,8
"10096","-11,72",0,0,0,8
"10097","-11,73",0,0,0,8
"10098","-11,74",0,0,0,8
"10099","-11,75",0,0,0,8
"10100","-11,76",0,0,0,8
"10101","-11,77",0,0,0,8
"10102","-11,79",0,0,0,8
"10103","-11,8",0,0,0,8
"10104","-11,80",0,0,0,8
"10105","-11,81",0,0,0,8
"10106","-11,82",0,0,0,8
"10107","-11,83",0,0,0,8
"10108","-11,84",0,0,0,8
"10109","-11,85",0,0,0,8
"10110","-11,86",0,0,0,8
"10111","-11,87",0,0,0,8
"10112","-11,88",0,0,0,8
"10113","-11,9",0,0,0,8
"10114","-11,90",0,0,0,8
"10115","-11,91",0,0,0,8
"10116","-11,92",0,0,0,8
"10117","-11,93",0,0,0,8
"10118","-11,94",0,0,0,8
"10119","-11,95",0,0,0,8
"10120","-11,96",0,0,0,8
"10121","-11,97",0,0,0,8
"10122","-11,98",0,0,0,8
"10123","-11,99",0,0,0,8
"10124","-12,-0",0,0,0,8
"10125","-12,-1",0,0,0,8
"10126","-12,-10",0,0,0,8
"10127","-12,-100",0,0,0,8
"10128","-12,-101",0,0,0,8
"10129","-12,-102",0,0,0,8
"10130","-12,-103",0,0,0,8
"10131","-12,-104",0,0,0,8
"10132","-12,-105",0,0,0,8
"10133","-12,-106",0,0,0,8
"10134","-12,-107",0,0,0,8
"10135","-12,-108",0,0,0,8
"10136","-12,-109",0,0,0,8
"10137","-12,-11",0,0,0,8
"10138","-12,-110",0,0,0,8
"10139","-12,-111",0,0,0,8
"10140","-12,-112",0,0,0,8
"10141","-12,-113",0,0,0,8
"10142","-12,-114",0,0,0,8
"10143","-12,-115",0,0,0,8
"10144","-12,-116",0,0,0,8
"10145","-12,-117",0,0,0,8
"10146","-12,-118",0,0,0,8
"10147","-12,-119",0,0,0,8
"10148","-12,-12",0,0,0,8
"10149","-12,-120",0,0,0,8
"10150","-12,-121",0,0,0,8
"10151","-12,-122",0,0,0,8
"10152","-12,-123",0,0,0,8
"10153","-12,-124",0,0,0,8
"10154","-12,-125",0,0,0,8
"10155","-12,-126",0,0,0,8
"10156","-12,-127",0,0,0,8
"10157","-12,-128",0,0,0,8
"10158","-12,-129",0,0,0,8
"10159","-12,-13",0,0,0,8
"10160","-12,-130",0,0,0,8
"10161","-12,-131",0,0,0,8
"10162","-12,-132",0,0,0,8
"10163","-12,-133",0,0,0,8
"10164","-12,-134",0,0,0,8
"10165","-12,-135",0,0,0,8
"10166","-12,-136",0,0,0,8
"10167","-12,-137",0,0,0,8
"10168","-12,-138",0,0,0,8
"10169","-12,-139",0,0,0,8
"10170","-12,-140",0,0,0,8
"10171","-12,-141",0,0,0,8
"10172","-12,-142",0,0,0,8
"10173","-12,-143",0,0,0,8
"10174","-12,-144",0,0,0,8
"10175","-12,-145",0,0,0,8
"10176","-12,-146",0,0,0,8
"10177","-12,-147",0,0,0,8
"10178","-12,-148",0,0,0,8
"10179","-12,-149",0,0,0,8
"10180","-12,-15",0,0,0,8
"10181","-12,-150",0,0,0,8
"10182","-12,-151",0,0,0,8
"10183","-12,-152",0,0,0,8
"10184","-12,-153",0,0,0,8
"10185","-12,-154",0,0,0,8
"10186","-12,-155",0,0,0,8
"10187","-12,-156",0,0,0,8
"10188","-12,-157",0,0,0,8
"10189","-12,-158",0,0,0,8
"10190","-12,-159",0,0,0,8
"10191","-12,-16",0,0,0,8
"10192","-12,-160",0,0,0,8
"10193","-12,-161",0,0,0,8
"10194","-12,-162",0,0,0,8
"10195","-12,-163",0,0,0,8
"10196","-12,-164",0,0,0,8
"10197","-12,-165",0,0,0,8
"10198","-12,-166",0,0,0,8
"10199","-12,-167",0,0,0,8
"10200","-12,-168",0,0,0,8
"10201","-12,-169",0,0,0,8
"10202","-12,-17",0,0,0,8
"10203","-12,-170",0,0,0,8
"10204","-12,-171",0,0,0,8
"10205","-12,-172",0,0,0,8
"10206","-12,-173",0,0,0,8
"10207","-12,-175",0,0,0,8
"10208","-12,-177",0,0,0,8
"10209","-12,-178",0,0,0,8
"10210","-12,-179",0,0,0,8
"10211","-12,-18",0,0,0,8
"10212","-12,-19",0,0,0,8
"10213","-12,-2",0,0,0,8
"10214","-12,-20",0,0,0,8
"10215","-12,-21",0,0,0,8
"10216","-12,-22",0,0,0,8
"10217","-12,-23",0,0,0,8
"10218","-12,-24",0,0,0,8
"10219","-12,-25",0,0,0,8
"10220","-12,-26",0,0,0,8
"10221","-12,-27",0,0,0,8
"10222","-12,-28",0,0,0,8
"10223","-12,-29",0,0,0,8
"10224","-12,-3",0,0,0,8
"10225","-12,-30",0,0,0,8
"10226","-12,-31",0,0,0,8
"10227","-12,-32",0,0,0,8
"10228","-12,-33",0,0,0,8
"10229","-12,-34",0,0,0,8
"10230","-12,-35",0,0,0,8
"10231","-12,-36",0,0,0,8
"10232","-12,-37",0,0,0,8
"10233","-12,-38",0,0,0,8
"10234","-12,-39",0,0,0,8
"10235","-12,-4",0,0,0,8
"10236","-12,-40",0,0,0,8
"10237","-12,-41",0,0,0,8
"10238","-12,-42",0,0,0,8
"10239","-12,-43",0,0,0,8
"10240","-12,-44",0,0,0,8
"10241","-12,-45",0,0,0,8
"10242","-12,-46",0,0,0,8
"10243","-12,-47",0,0,0,8
"10244","-12,-48",0,0,0,8
"10245","-12,-49",0,0,0,8
"10246","-12,-5",0,0,0,8
"10247","-12,-50",0,0,0,8
"10248","-12,-51",0,0,0,8
"10249","-12,-52",0,0,0,8
"10250","-12,-53",0,0,0,8
"10251","-12,-54",0,0,0,8
"10252","-12,-55",0,0,0,8
"10253","-12,-56",0,0,0,8
"10254","-12,-57",0,0,0,8
"10255","-12,-58",0,0,0,8
"10256","-12,-59",0,0,0,8
"10257","-12,-6",0,0,0,8
"10258","-12,-60",0,0,0,8
"10259","-12,-61",0,0,0,8
"10260","-12,-62",0,0,0,8
"10261","-12,-63",0,0,0,8
"10262","-12,-64",0,0,0,8
"10263","-12,-65",0,0,0,8
"10264","-12,-66",0,0,0,8
"10265","-12,-67",0,0,0,8
"10266","-12,-69",0,0,0,8
"10267","-12,-7",0,0,0,8
"10268","-12,-70",0,0,0,8
"10269","-12,-79",0,0,0,8
"10270","-12,-8",0,0,0,8
"10271","-12,-80",0,0,0,8
"10272","-12,-81",0,0,0,8
"10273","-12,-82",0,0,0,8
"10274","-12,-83",0,0,0,8
"10275","-12,-84",0,0,0,8
"10276","-12,-85",0,0,0,8
"10277","-12,-86",0,0,0,8
"10278","-12,-87",0,0,0,8
"10279","-12,-88",0,0,0,8
"10280","-12,-89",0,0,0,8
"10281","-12,-9",0,0,0,8
"10282","-12,-90",0,0,0,8
"10283","-12,-91",0,0,0,8
"10284","-12,-92",0,0,0,8
"10285","-12,-93",0,0,0,8
"10286","-12,-94",0,0,0,8
"10287","-12,-95",0,0,0,8
"10288","-12,-96",0,0,0,8
"10289","-12,-97",0,0,0,8
"10290","-12,-98",0,0,0,8
"10291","-12,-99",0,0,0,8
"10292","-12,0",0,0,0,8
"10293","-12,1",0,0,0,8
"10294","-12,10",0,0,0,8
"10295","-12,100",0,0,0,8
"10296","-12,102",0,0,0,8
"10297","-12,103",0,0,0,8
"10298","-12,105",0,0,0,8
"10299","-12,106",0,0,0,8
"10300","-12,107",0,0,0,8
"10301","-12,108",0,0,0,8
"10302","-12,11",0,0,0,8
"10303","-12,110",0,0,0,8
"10304","-12,111",0,0,0,8
"10305","-12,115",0,0,0,8
"10306","-12,116",0,0,0,8
"10307","-12,118",0,0,0,8
"10308","-12,12",0,0,0,8
"10309","-12,120",0,0,0,8
"10310","-12,122",0,0,0,8
"10311","-12,123",0,0,0,8
"10312","-12,124",0,0,0,8
"10313","-12,125",0,0,0,8
"10314","-12,126",0,0,0,8
"10315","-12,127",0,0,0,8
"10316","-12,128",0,0,0,8
"10317","-12,13",0,0,0,8
"10318","-12,131",0,0,0,8
"10319","-12,132",0,0,0,8
"10320","-12,133",0,0,0,8
"10321","-12,134",0,0,0,8
"10322","-12,135",0,0,0,8
"10323","-12,136",0,0,0,8
"10324","-12,137",0,0,0,8
"10325","-12,138",0,0,0,8
"10326","-12,139",0,0,0,8
"10327","-12,14",0,0,0,8
"10328","-12,140",0,0,0,8
"10329","-12,141",0,0,0,8
"10330","-12,142",0,0,0,8
"10331","-12,143",0,0,0,8
"10332","-12,144",0,0,0,8
"10333","-12,145",0,0,0,8
"10334","-12,146",0,0,0,8
"10335","-12,147",0,0,0,8
"10336","-12,148",0,0,0,8
"10337","-12,149",0,0,0,8
"10338","-12,15",0,0,0,8
"10339","-12,150",0,0,0,8
"10340","-12,151",0,0,0,8
"10341","-12,152",0,0,0,8
"10342","-12,153",0,0,0,8
"10343","-12,154",0,0,0,8
"10344","-12,155",0,0,0,8
"10345","-12,156",0,0,0,8
"10346","-12,157",0,0,0,8
"10347","-12,158",0,0,0,8
"10348","-12,159",0,0,0,8
"10349","-12,16",0,0,0,8
"10350","-12,160",0,0,0,8
"10351","-12,161",0,0,0,8
"10352","-12,162",0,0,0,8
"10353","-12,163",0,0,0,8
"10354","-12,164",0,0,0,8
"10355","-12,17",0,0,0,8
"10356","-12,170",0,0,0,8
"10357","-12,171",0,0,0,8
"10358","-12,172",0,0,0,8
"10359","-12,173",0,0,0,8
"10360","-12,174",0,0,0,8
"10361","-12,175",0,0,0,8
"10362","-12,176",0,0,0,8
"10363","-12,177",0,0,0,8
"10364","-12,178",0,0,0,8
"10365","-12,179",0,0,0,8
"10366","-12,18",0,0,0,8
"10367","-12,19",0,0,0,8
"10368","-12,2",0,0,0,8
"10369","-12,20",0,0,0,8
"10370","-12,21",0,0,0,8
"10371","-12,22",0,0,0,8
"10372","-12,23",0,0,0,8
"10373","-12,24",0,0,0,8
"10374","-12,25",0,0,0,8
"10375","-12,26",0,0,0,8
"10376","-12,27",0,0,0,8
"10377","-12,28",0,0,0,8
"10378","-12,29",0,0,0,8
"10379","-12,3",0,0,0,8
"10380","-12,30",0,0,0,8
"10381","-12,31",0,0,0,8
"10382","-12,32",0,0,0,8
"10383","-12,33",0,0,0,8
"10384","-12,34",0,0,0,8
"10385","-12,35",0,0,0,8
"10386","-12,36",0,0,0,8
"10387","-12,37",0,0,0,8
"10388","-12,38",0,0,0,8
"10389","-12,39",0,0,0,8
"10390","-12,4",0,0,0,8
"10391","-12,40",0,0,0,8
"10392","-12,42",0,0,0,8
"10393","-12,45",0,0,0,8
"10394","-12,47",0,0,0,8
"10395","-12,48",0,0,0,8
"10396","-12,49",0,0,0,8
"10397","-12,5",0,0,0,8
"10398","-12,50",0,0,0,8
"10399","-12,51",0,0,0,8
"10400","-12,52",0,0,0,8
"10401","-12,53",0,0,0,8
"10402","-12,54",0,0,0,8
"10403","-12,55",0,0,0,8
"10404","-12,56",0,0,0,8
"10405","-12,57",0,0,0,8
"10406","-12,58",0,0,0,8
"10407","-12,59",0,0,0,8
"10408","-12,6",0,0,0,8
"10409","-12,60",0,0,0,8
"10410","-12,61",0,0,0,8
"10411","-12,62",0,0,0,8
"10412","-12,64",0,0,0,8
"10413","-12,67",0,0,0,8
"10414","-12,68",0,0,0,8
"10415","-12,69",0,0,0,8
"10416","-12,7",0,0,0,8
"10417","-12,70",0,0,0,8
"10418","-12,71",0,0,0,8
"10419","-12,72",0,0,0,8
"10420","-12,73",0,0,0,8
"10421","-12,74",0,0,0,8
"10422","-12,75",0,0,0,8
"10423","-12,76",0,0,0,8
"10424","-12,77",0,0,0,8
"10425","-12,78",0,0,0,8
"10426","-12,79",0,0,0,8
"10427","-12,8",0,0,0,8
"10428","-12,80",0,0,0,8
"10429","-12,81",0,0,0,8
"10430","-12,82",0,0,0,8
"10431","-12,83",0,0,0,8
"10432","-12,84",0,0,0,8
"10433","-12,85",0,0,0,8
"10434","-12,86",0,0,0,8
"10435","-12,87",0,0,0,8
"10436","-12,88",0,0,0,8
"10437","-12,89",0,0,0,8
"10438","-12,9",0,0,0,8
"10439","-12,90",0,0,0,8
"10440","-12,91",0,0,0,8
"10441","-12,92",0,0,0,8
"10442","-12,93",0,0,0,8
"10443","-12,94",0,0,0,8
"10444","-12,95",0,0,0,8
"10445","-12,96",0,0,0,8
"10446","-12,97",0,0,0,8
"10447","-12,98",0,0,0,8
"10448","-12,99",0,0,0,8
"10449","-13,-0",0,0,0,8
"10450","-13,-1",0,0,0,8
"10451","-13,-10",0,0,0,8
"10452","-13,-100",0,0,0,8
"10453","-13,-101",0,0,0,8
"10454","-13,-102",0,0,0,8
"10455","-13,-103",0,0,0,8
"10456","-13,-104",0,0,0,8
"10457","-13,-105",0,0,0,8
"10458","-13,-106",0,0,0,8
"10459","-13,-107",0,0,0,8
"10460","-13,-108",0,0,0,8
"10461","-13,-109",0,0,0,8
"10462","-13,-11",0,0,0,8
"10463","-13,-110",0,0,0,8
"10464","-13,-113",0,0,0,8
"10465","-13,-114",0,0,0,8
"10466","-13,-115",0,0,0,8
"10467","-13,-116",0,0,0,8
"10468","-13,-117",0,0,0,8
"10469","-13,-118",0,0,0,8
"10470","-13,-119",0,0,0,8
"10471","-13,-12",0,0,0,8
"10472","-13,-120",0,0,0,8
"10473","-13,-121",0,0,0,8
"10474","-13,-122",0,0,0,8
"10475","-13,-123",0,0,0,8
"10476","-13,-124",0,0,0,8
"10477","-13,-125",0,0,0,8
"10478","-13,-126",0,0,0,8
"10479","-13,-127",0,0,0,8
"10480","-13,-128",0,0,0,8
"10481","-13,-129",0,0,0,8
"10482","-13,-13",0,0,0,8
"10483","-13,-130",0,0,0,8
"10484","-13,-131",0,0,0,8
"10485","-13,-132",0,0,0,8
"10486","-13,-133",0,0,0,8
"10487","-13,-134",0,0,0,8
"10488","-13,-135",0,0,0,8
"10489","-13,-136",0,0,0,8
"10490","-13,-137",0,0,0,8
"10491","-13,-138",0,0,0,8
"10492","-13,-139",0,0,0,8
"10493","-13,-140",0,0,0,8
"10494","-13,-141",0,0,0,8
"10495","-13,-143",0,0,0,8
"10496","-13,-144",0,0,0,8
"10497","-13,-145",0,0,0,8
"10498","-13,-146",0,0,0,8
"10499","-13,-147",0,0,0,8
"10500","-13,-148",0,0,0,8
"10501","-13,-149",0,0,0,8
"10502","-13,-15",0,0,0,8
"10503","-13,-150",0,0,0,8
"10504","-13,-151",0,0,0,8
"10505","-13,-152",0,0,0,8
"10506","-13,-153",0,0,0,8
"10507","-13,-154",0,0,0,8
"10508","-13,-155",0,0,0,8
"10509","-13,-156",0,0,0,8
"10510","-13,-157",0,0,0,8
"10511","-13,-158",0,0,0,8
"10512","-13,-159",0,0,0,8
"10513","-13,-16",0,0,0,8
"10514","-13,-160",0,0,0,8
"10515","-13,-161",0,0,0,8
"10516","-13,-162",0,0,0,8
"10517","-13,-163",0,0,0,8
"10518","-13,-164",0,0,0,8
"10519","-13,-165",0,0,0,8
"10520","-13,-166",0,0,0,8
"10521","-13,-167",0,0,0,8
"10522","-13,-168",0,0,0,8
"10523","-13,-169",0,0,0,8
"10524","-13,-17",0,0,0,8
"10525","-13,-170",0,0,0,8
"10526","-13,-171",0,0,0,8
"10527","-13,-175",0,0,0,8
"10528","-13,-176",0,0,0,8
"10529","-13,-178",0,0,0,8
"10530","-13,-179",0,0,0,8
"10531","-13,-18",0,0,0,8
"10532","-13,-19",0,0,0,8
"10533","-13,-2",0,0,0,8
"10534","-13,-20",0,0,0,8
"10535","-13,-22",0,0,0,8
"10536","-13,-23",0,0,0,8
"10537","-13,-24",0,0,0,8
"10538","-13,-25",0,0,0,8
"10539","-13,-26",0,0,0,8
"10540","-13,-27",0,0,0,8
"10541","-13,-28",0,0,0,8
"10542","-13,-29",0,0,0,8
"10543","-13,-3",0,0,0,8
"10544","-13,-30",0,0,0,8
"10545","-13,-31",0,0,0,8
"10546","-13,-32",0,0,0,8
"10547","-13,-33",0,0,0,8
"10548","-13,-34",0,0,0,8
"10549","-13,-35",0,0,0,8
"10550","-13,-36",0,0,0,8
"10551","-13,-37",0,0,0,8
"10552","-13,-38",0,0,0,8
"10553","-13,-39",0,0,0,8
"10554","-13,-4",0,0,0,8
"10555","-13,-40",0,0,0,8
"10556","-13,-41",0,0,0,8
"10557","-13,-42",0,0,0,8
"10558","-13,-43",0,0,0,8
"10559","-13,-44",0,0,0,8
"10560","-13,-45",0,0,0,8
"10561","-13,-46",0,0,0,8
"10562","-13,-47",0,0,0,8
"10563","-13,-48",0,0,0,8
"10564","-13,-5",0,0,0,8
"10565","-13,-50",0,0,0,8
"10566","-13,-51",0,0,0,8
"10567","-13,-52",0,0,0,8
"10568","-13,-53",0,0,0,8
"10569","-13,-54",0,0,0,8
"10570","-13,-55",0,0,0,8
"10571","-13,-56",0,0,0,8
"10572","-13,-57",0,0,0,8
"10573","-13,-58",0,0,0,8
"10574","-13,-59",0,0,0,8
"10575","-13,-6",0,0,0,8
"10576","-13,-60",0,0,0,8
"10577","-13,-61",0,0,0,8
"10578","-13,-62",0,0,0,8
"10579","-13,-63",0,0,0,8
"10580","-13,-64",0,0,0,8
"10581","-13,-65",0,0,0,8
"10582","-13,-66",0,0,0,8
"10583","-13,-67",0,0,0,8
"10584","-13,-68",0,0,0,8
"10585","-13,-7",0,0,0,8
"10586","-13,-78",0,0,0,8
"10587","-13,-79",0,0,0,8
"10588","-13,-8",0,0,0,8
"10589","-13,-80",0,0,0,8
"10590","-13,-81",0,0,0,8
"10591","-13,-82",0,0,0,8
"10592","-13,-83",0,0,0,8
"10593","-13,-84",0,0,0,8
"10594","-13,-85",0,0,0,8
"10595","-13,-86",0,0,0,8
"10596","-13,-87",0,0,0,8
"10597","-13,-88",0,0,0,8
"10598","-13,-89",0,0,0,8
"10599","-13,-9",0,0,0,8
"10600","-13,-90",0,0,0,8
"10601","-13,-91",0,0,0,8
"10602","-13,-92",0,0,0,8
"10603","-13,-93",0,0,0,8
"10604","-13,-94",0,0,0,8
"10605","-13,-95",0,0,0,8
"10606","-13,-96",0,0,0,8
"10607","-13,-97",0,0,0,8
"10608","-13,-98",0,0,0,8
"10609","-13,-99",0,0,0,8
"10610","-13,0",0,0,0,8
"10611","-13,1",0,0,0,8
"10612","-13,10",0,0,0,8
"10613","-13,100",0,0,0,8
"10614","-13,101",0,0,0,8
"10615","-13,102",0,0,0,8
"10616","-13,103",0,0,0,8
"10617","-13,104",0,0,0,8
"10618","-13,105",0,0,0,8
"10619","-13,106",0,0,0,8
"10620","-13,107",0,0,0,8
"10621","-13,108",0,0,0,8
"10622","-13,109",0,0,0,8
"10623","-13,11",0,0,0,8
"10624","-13,110",0,0,0,8
"10625","-13,111",0,0,0,8
"10626","-13,112",0,0,0,8
"10627","-13,113",0,0,0,8
"10628","-13,114",0,0,0,8
"10629","-13,115",0,0,0,8
"10630","-13,116",0,0,0,8
"10631","-13,117",0,0,0,8
"10632","-13,118",0,0,0,8
"10633","-13,119",0,0,0,8
"10634","-13,12",0,0,0,8
"10635","-13,120",0,0,0,8
"10636","-13,121",0,0,0,8
"10637","-13,122",0,0,0,8
"10638","-13,123",0,0,0,8
"10639","-13,124",0,0,0,8
"10640","-13,125",0,0,0,8
"10641","-13,126",0,0,0,8
"10642","-13,127",0,0,0,8
"10643","-13,128",0,0,0,8
"10644","-13,13",0,0,0,8
"10645","-13,130",0,0,0,8
"10646","-13,132",0,0,0,8
"10647","-13,133",0,0,0,8
"10648","-13,134",0,0,0,8
"10649","-13,135",0,0,0,8
"10650","-13,136",0,0,0,8
"10651","-13,137",0,0,0,8
"10652","-13,138",0,0,0,8
"10653","-13,139",0,0,0,8
"10654","-13,14",0,0,0,8
"10655","-13,140",0,0,0,8
"10656","-13,141",0,0,0,8
"10657","-13,142",0,0,0,8
"10658","-13,143",0,0,0,8
"10659","-13,144",0,0,0,8
"10660","-13,145",0,0,0,8
"10661","-13,146",0,0,0,8
"10662","-13,147",0,0,0,8
"10663","-13,148",0,0,0,8
"10664","-13,149",0,0,0,8
"10665","-13,15",0,0,0,8
"10666","-13,150",0,0,0,8
"10667","-13,151",0,0,0,8
